quote_id,quote_date,customer_id,channel,policy_type,premium_quoted,converted_flag
Q0000804,2026-08-19,CUST-002413,app,3_month,142.11,0
Q0000805,2026-08-19,CUST-006279,direct_web,1_month,34.78,0
Q0000806,2026-08-19,CUST-007775,price_comparison,1_month,100.23,0
Q0000807,2026-08-19,CUST-006004,price_comparison,1_month,28.88,0
Q0000808,2026-08-19,CUST-003666,direct_web,1_day,48.93,1
Q0000809,2026-08-19,CUST-002873,app,1_month,97.68,0
Q0000810,2026-08-19,CUST-001299,app,1_day,105.38,0
Q0000811,2026-08-19,CUST-000160,app,1_day,24.86,0
Q0000812,2026-08-19,CUST-007178,app,1_day,13.68,1
Q0000813,2026-08-19,CUST-008391,price_comparison,1_month,116.21,0
Q0000814,2026-08-19,CUST-005065,app,1_week,18.04,0
Q0000815,2026-08-19,CUST-000962,app,3_month,99.46,0
Q0000816,2026-08-19,CUST-001141,direct_web,1_day,73.8,1
Q0000817,2026-08-19,CUST-005738,price_comparison,3_month,114.39,0
Q0000818,2026-08-19,CUST-003420,direct_web,1_day,93.51,0
Q0000819,2026-08-19,CUST-000477,direct_web,1_week,31.53,0
Q0000820,2026-08-19,CUST-005474,price_comparison,3_month,83.54,0
Q0000821,2026-08-19,CUST-001586,app,3_month,105.15,0
Q0000822,2026-08-19,CUST-001239,price_comparison,1_month,25.84,0
Q0000823,2026-08-19,CUST-002786,partner_referral,1_day,30.77,0
Q0000824,2026-08-19,CUST-003004,direct_web,1_day,50.22,0
Q0000825,2026-08-19,CUST-006228,partner_referral,1_week,74.82,1
Q0000826,2026-08-19,CUST-000390,direct_web,3_month,40.64,0
Q0000827,2026-08-19,CUST-006754,partner_referral,3_month,103.8,0
Q0000828,2026-08-20,CUST-004731,price_comparison,3_month,133.21,0
Q0000829,2026-08-20,CUST-001139,direct_web,3_month,24.51,1
Q0000830,2026-08-20,CUST-004331,direct_web,1_week,43.32,0
Q0000831,2026-08-20,CUST-003382,direct_web,1_week,66.04,0
Q0000832,2026-08-20,CUST-001110,app,1_day,46.38,0
Q0000833,2026-08-20,CUST-000443,partner_referral,1_week,136.32,0
Q0000834,2026-08-20,CUST-005527,price_comparison,3_month,31.79,0
Q0000835,2026-08-20,CUST-005387,partner_referral,3_month,17.74,0
Q0000836,2026-08-20,CUST-003073,direct_web,1_month,127.89,0
Q0000837,2026-08-20,CUST-007031,price_comparison,1_month,20.53,1
Q0000838,2026-08-20,CUST-006929,app,3_month,114.56,0
Q0000839,2026-08-20,CUST-008765,partner_referral,1_week,42.44,0
Q0000840,2026-08-20,CUST-003774,partner_referral,1_day,25.27,1
Q0000841,2026-08-20,CUST-004439,partner_referral,1_week,113.42,0
Q0000842,2026-08-20,CUST-000368,partner_referral,3_month,55.54,0
Q0000843,2026-08-20,CUST-008554,partner_referral,1_week,31.11,0
Q0000844,2026-08-20,CUST-007339,partner_referral,3_month,51.65,0
Q0000845,2026-08-20,CUST-003234,app,3_month,136.99,0
Q0000846,2026-08-20,CUST-003345,app,1_week,77.17,0
Q0000847,2026-08-20,CUST-007980,price_comparison,1_day,92.39,0
Q0000848,2026-08-20,CUST-000554,app,1_month,118.21,1
Q0000849,2026-08-20,CUST-008675,price_comparison,3_month,25.32,0
Q0000850,2026-08-20,CUST-001785,price_comparison,1_day,71.85,0
Q0000851,2026-08-20,CUST-008556,partner_referral,1_week,101.05,1
Q0000852,2026-08-20,CUST-002370,direct_web,3_month,33.8,0
Q0000853,2026-08-20,CUST-002771,direct_web,1_week,132.25,0
Q0000854,2026-08-20,CUST-005531,price_comparison,1_day,109.12,0
Q0000855,2026-08-20,CUST-007301,partner_referral,1_month,47.84,1
Q0000856,2026-08-20,CUST-004611,app,1_day,57.17,0
Q0000857,2026-08-20,CUST-000994,app,1_month,15.33,1
Q0000858,2026-08-20,CUST-005351,app,3_month,126.8,0
Q0000859,2026-08-20,CUST-007425,direct_web,1_week,34.45,0
Q0000860,2026-08-20,CUST-000656,partner_referral,1_month,53.94,0
Q0000861,2026-08-20,CUST-008696,price_comparison,1_day,62.86,0
Q0000862,2026-08-20,CUST-002144,partner_referral,1_day,133.37,1
Q0000863,2026-08-20,CUST-007829,direct_web,3_month,90.02,1
Q0000864,2026-08-20,CUST-003655,price_comparison,1_day,131.32,0
Q0000865,2026-08-20,CUST-006442,app,1_month,126.52,0
Q0000866,2026-08-20,CUST-002810,price_comparison,1_month,137.81,0
Q0000867,2026-08-20,CUST-000874,direct_web,3_month,30.97,0
Q0000868,2026-08-20,CUST-007042,price_comparison,1_month,139.89,0
Q0000869,2026-08-20,CUST-001637,direct_web,1_month,26.58,0
Q0000870,2026-08-20,CUST-005526,direct_web,1_day,72.76,0
Q0000871,2026-08-21,CUST-005818,app,1_month,82.5,0
Q0000872,2026-08-21,CUST-001449,direct_web,1_day,27.4,0
Q0000873,2026-08-21,CUST-007499,partner_referral,1_week,41.74,0
Q0000874,2026-08-21,CUST-006308,direct_web,1_day,57.4,1
Q0000875,2026-08-21,CUST-008694,app,1_week,89.38,0
Q0000876,2026-08-21,CUST-007199,partner_referral,1_day,27.83,1
Q0000877,2026-08-21,CUST-007734,partner_referral,1_day,16.95,1
Q0000878,2026-08-21,CUST-008814,direct_web,1_day,20.99,0
Q0000879,2026-08-21,CUST-006655,direct_web,1_month,69.97,0
Q0000880,2026-08-21,CUST-003324,partner_referral,1_month,70.33,0
Q0000881,2026-08-21,CUST-007351,price_comparison,1_week,23.13,0
Q0000882,2026-08-21,CUST-000782,price_comparison,3_month,71.99,0
Q0000883,2026-08-21,CUST-007695,app,3_month,107.08,0
Q0000884,2026-08-21,CUST-004322,direct_web,1_month,71.45,0
Q0000885,2026-08-21,CUST-001800,direct_web,3_month,20.61,0
Q0000886,2026-08-21,CUST-004662,app,1_week,90.59,1
Q0000887,2026-08-21,CUST-000355,partner_referral,1_month,140.3,0
Q0000888,2026-08-21,CUST-006063,price_comparison,1_month,138.79,0
Q0000889,2026-08-21,CUST-003573,direct_web,3_month,128.86,0
Q0000890,2026-08-21,CUST-004066,app,1_week,83.46,1
Q0000891,2026-08-21,CUST-005007,partner_referral,1_month,26.74,0
Q0000892,2026-08-21,CUST-007376,app,3_month,108.17,0
Q0000893,2026-08-21,CUST-008742,direct_web,3_month,58.74,0
Q0000894,2026-08-21,CUST-001589,app,3_month,104.54,0
Q0000895,2026-08-21,CUST-002542,app,1_week,142.87,1
Q0000896,2026-08-21,CUST-003490,direct_web,3_month,95.93,0
Q0000897,2026-08-21,CUST-004399,app,1_week,35.32,1
Q0000898,2026-08-21,CUST-006455,partner_referral,3_month,20.15,1
Q0000899,2026-08-21,CUST-001138,direct_web,3_month,136.95,0
Q0000900,2026-08-21,CUST-001601,direct_web,1_day,53.65,1
Q0000901,2026-08-21,CUST-007958,app,1_day,53.48,1
Q0000902,2026-08-21,CUST-004002,partner_referral,1_month,113.55,0
Q0000903,2026-08-21,CUST-001779,price_comparison,1_day,12.69,0
Q0000904,2026-08-21,CUST-002764,price_comparison,3_month,90.79,0
Q0000905,2026-08-21,CUST-005019,partner_referral,1_day,96.04,0
Q0000906,2026-08-22,CUST-004072,direct_web,1_week,125.91,0
Q0000907,2026-08-22,CUST-004467,price_comparison,1_day,98.57,0
Q0000908,2026-08-22,CUST-008113,price_comparison,3_month,77.78,1
Q0000909,2026-08-22,CUST-008328,partner_referral,3_month,32.93,0
Q0000910,2026-08-22,CUST-001710,app,1_week,137.4,0
Q0000911,2026-08-22,CUST-001317,direct_web,1_week,128.07,0
Q0000912,2026-08-22,CUST-000215,price_comparison,1_week,118.71,1
Q0000913,2026-08-22,CUST-005422,price_comparison,1_day,130.0,0
Q0000914,2026-08-22,CUST-001163,app,3_month,141.44,0
Q0000915,2026-08-22,CUST-006254,direct_web,1_month,86.81,0
Q0000916,2026-08-22,CUST-006654,price_comparison,3_month,140.09,0
Q0000917,2026-08-22,CUST-004778,direct_web,1_month,119.74,0
Q0000918,2026-08-22,CUST-008535,direct_web,1_week,110.0,0
Q0000919,2026-08-22,CUST-007654,app,3_month,59.94,0
Q0000920,2026-08-22,CUST-003252,direct_web,1_month,81.28,1
Q0000921,2026-08-22,CUST-005425,partner_referral,3_month,102.07,0
Q0000922,2026-08-22,CUST-003895,direct_web,1_week,137.43,1
Q0000923,2026-08-22,CUST-002328,price_comparison,3_month,114.96,0
Q0000924,2026-08-22,CUST-002541,direct_web,3_month,87.12,0
Q0000925,2026-08-22,CUST-002893,partner_referral,1_week,51.14,0
Q0000926,2026-08-22,CUST-005956,app,1_month,110.42,0
Q0000927,2026-08-22,CUST-008053,partner_referral,3_month,15.38,1
Q0000928,2026-08-22,CUST-008855,partner_referral,1_week,102.66,1
Q0000929,2026-08-22,CUST-005384,app,1_month,36.26,0
Q0000930,2026-08-22,CUST-002071,direct_web,1_month,92.19,0
Q0000931,2026-08-22,CUST-003482,direct_web,1_month,99.77,1
Q0000932,2026-08-22,CUST-001311,partner_referral,1_week,111.06,1
Q0000933,2026-08-22,CUST-006876,direct_web,3_month,67.58,0
Q0000934,2026-08-22,CUST-003808,partner_referral,3_month,32.61,0
Q0000935,2026-08-22,CUST-002762,direct_web,3_month,126.45,0
Q0000936,2026-08-22,CUST-005785,partner_referral,1_week,98.17,0
Q0000937,2026-08-22,CUST-004811,price_comparison,1_week,105.57,0
Q0000938,2026-08-22,CUST-006697,price_comparison,1_day,55.11,0
Q0000939,2026-08-22,CUST-008049,partner_referral,3_month,30.68,0
Q0000940,2026-08-22,CUST-005903,direct_web,3_month,131.14,0
Q0000941,2026-08-22,CUST-005303,direct_web,3_month,48.3,0
Q0000942,2026-08-22,CUST-006814,direct_web,1_month,123.51,0
Q0000943,2026-08-22,CUST-003441,direct_web,1_day,30.45,0
Q0000944,2026-08-22,CUST-000711,price_comparison,1_week,99.01,0
Q0000945,2026-08-22,CUST-007455,app,1_month,71.55,1
Q0000946,2026-08-22,CUST-004425,app,1_week,31.45,1
Q0000947,2026-08-22,CUST-000599,price_comparison,1_week,77.96,0
Q0000948,2026-08-22,CUST-002232,direct_web,1_month,32.6,0
Q0000949,2026-08-22,CUST-001122,price_comparison,3_month,47.25,1
Q0000950,2026-08-22,CUST-001238,partner_referral,1_week,29.05,0
Q0000951,2026-08-22,CUST-005741,direct_web,1_week,102.06,1
Q0000952,2026-08-23,CUST-006812,direct_web,1_month,79.88,0
Q0000953,2026-08-23,CUST-000146,partner_referral,3_month,61.88,0
Q0000954,2026-08-23,CUST-008374,app,1_week,50.99,1
Q0000955,2026-08-23,CUST-003232,price_comparison,1_week,55.8,1
Q0000956,2026-08-23,CUST-000677,partner_referral,1_week,47.4,0
Q0000957,2026-08-23,CUST-004215,partner_referral,1_day,83.19,0
Q0000958,2026-08-23,CUST-003561,price_comparison,1_month,113.83,0
Q0000959,2026-08-23,CUST-003221,price_comparison,1_week,76.42,0
Q0000960,2026-08-23,CUST-002584,partner_referral,1_day,90.99,0
Q0000961,2026-08-23,CUST-006443,price_comparison,1_day,45.84,0
Q0000962,2026-08-23,CUST-004295,partner_referral,1_month,114.33,0
Q0000963,2026-08-23,CUST-006364,app,3_month,126.03,0
Q0000964,2026-08-23,CUST-000845,app,1_day,116.98,0
Q0000965,2026-08-23,CUST-007327,direct_web,1_month,81.67,0
Q0000966,2026-08-23,CUST-005919,app,1_week,24.02,1
Q0000967,2026-08-23,CUST-007885,app,3_month,133.59,1
Q0000968,2026-08-23,CUST-008528,partner_referral,1_week,74.53,0
Q0000969,2026-08-23,CUST-006601,direct_web,3_month,91.84,0
Q0000970,2026-08-23,CUST-000487,direct_web,1_day,131.68,1
Q0000971,2026-08-23,CUST-001352,partner_referral,1_day,48.62,0
Q0000972,2026-08-23,CUST-006205,app,1_month,62.78,1
Q0000973,2026-08-23,CUST-006321,partner_referral,1_month,108.73,0
Q0000974,2026-08-23,CUST-006151,app,1_month,132.21,0
Q0000975,2026-08-23,CUST-000377,app,3_month,47.28,0
Q0000976,2026-08-23,CUST-000988,price_comparison,1_day,126.31,0
Q0000977,2026-08-23,CUST-005458,price_comparison,3_month,140.41,0
Q0000978,2026-08-23,CUST-000378,app,1_week,121.94,0
Q0000979,2026-08-23,CUST-004234,direct_web,1_day,133.3,1
Q0000980,2026-08-23,CUST-008676,direct_web,1_day,94.77,0
Q0000981,2026-08-23,CUST-003040,price_comparison,1_week,40.28,0
Q0000982,2026-08-23,CUST-006608,direct_web,1_month,107.1,0
Q0000983,2026-08-23,CUST-007728,price_comparison,3_month,65.91,1
Q0000984,2026-08-23,CUST-003578,partner_referral,1_week,97.9,0
Q0000985,2026-08-23,CUST-003984,price_comparison,1_week,85.49,0
Q0000986,2026-08-23,CUST-000327,price_comparison,3_month,66.83,0
Q0000987,2026-08-23,CUST-001354,app,1_month,95.57,1
Q0000988,2026-08-23,CUST-006457,partner_referral,1_week,82.44,0
Q0000989,2026-08-23,CUST-005930,partner_referral,1_month,105.9,0
Q0000990,2026-08-23,CUST-003094,app,1_day,119.28,0
Q0000991,2026-08-24,CUST-004062,direct_web,1_day,72.72,0
Q0000992,2026-08-24,CUST-008097,direct_web,3_month,47.6,1
Q0000993,2026-08-24,CUST-004113,price_comparison,1_month,94.98,1
Q0000994,2026-08-24,CUST-004633,partner_referral,1_week,34.12,1
Q0000995,2026-08-24,CUST-006452,app,1_month,118.84,1
Q0000996,2026-08-24,CUST-008606,direct_web,1_week,139.49,1
Q0000997,2026-08-24,CUST-006833,price_comparison,1_week,131.13,0
Q0000998,2026-08-24,CUST-004602,app,1_month,82.23,1
Q0000999,2026-08-24,CUST-005016,direct_web,1_month,55.17,0
Q0001000,2026-08-24,CUST-006894,partner_referral,1_week,32.28,0
Q0001001,2026-08-24,CUST-007315,app,3_month,96.17,0
Q0001002,2026-08-24,CUST-003012,app,3_month,38.32,0
Q0001003,2026-08-24,CUST-006860,direct_web,3_month,19.75,0
Q0001004,2026-08-24,CUST-000065,partner_referral,1_week,31.14,0
Q0001005,2026-08-24,CUST-001988,price_comparison,1_week,105.74,0
Q0001006,2026-08-24,CUST-003333,direct_web,1_day,124.22,0
Q0001007,2026-08-24,CUST-006057,app,1_month,118.41,1
Q0001008,2026-08-24,CUST-001691,price_comparison,1_day,18.54,0
Q0001009,2026-08-24,CUST-007192,direct_web,3_month,102.25,0
Q0001010,2026-08-24,CUST-000315,direct_web,3_month,131.33,0
Q0001011,2026-08-24,CUST-002579,app,3_month,72.02,1
Q0001012,2026-08-24,CUST-002516,app,1_month,126.21,0
Q0001013,2026-08-24,CUST-003367,app,1_day,63.93,0
Q0001014,2026-08-24,CUST-008227,partner_referral,1_month,62.59,1
Q0001015,2026-08-24,CUST-004296,price_comparison,1_week,65.77,0
Q0001016,2026-08-24,CUST-000512,direct_web,1_week,42.46,1
Q0001017,2026-08-24,CUST-003727,direct_web,3_month,50.72,0
Q0001018,2026-08-24,CUST-006123,direct_web,3_month,135.96,1
Q0001019,2026-08-24,CUST-004970,price_comparison,1_month,15.91,0
Q0001020,2026-08-24,CUST-003392,partner_referral,1_day,69.67,1
Q0001021,2026-08-24,CUST-002453,app,1_day,118.72,1
Q0001022,2026-08-24,CUST-002329,direct_web,1_month,83.77,0
Q0001023,2026-08-24,CUST-007635,price_comparison,1_week,58.01,0
Q0001024,2026-08-24,CUST-000928,partner_referral,1_week,135.89,0
Q0001025,2026-08-24,CUST-003691,app,1_day,141.3,1
Q0001026,2026-08-24,CUST-005899,app,3_month,130.66,0
Q0001027,2026-08-24,CUST-007336,direct_web,1_day,132.08,1
Q0001028,2026-08-24,CUST-008993,direct_web,1_month,21.57,0
Q0001029,2026-08-24,CUST-000147,partner_referral,3_month,56.04,1
Q0001030,2026-08-24,CUST-003157,direct_web,3_month,126.65,0
Q0001031,2026-08-24,CUST-008210,partner_referral,1_day,120.11,1
Q0001032,2026-08-24,CUST-003362,direct_web,1_week,122.69,0
Q0001033,2026-08-24,CUST-003066,partner_referral,1_day,108.11,0
Q0001034,2026-08-25,CUST-000201,price_comparison,1_month,140.0,1
Q0001035,2026-08-25,CUST-004154,price_comparison,1_week,124.83,0
Q0001036,2026-08-25,CUST-007953,direct_web,1_month,85.22,0
Q0001037,2026-08-25,CUST-001251,price_comparison,1_day,60.46,0
Q0001038,2026-08-25,CUST-008314,price_comparison,1_month,53.11,0
Q0001039,2026-08-25,CUST-004671,app,1_month,97.48,1
Q0001040,2026-08-25,CUST-006393,app,1_week,15.62,0
Q0001041,2026-08-25,CUST-005034,app,1_day,42.48,0
Q0001042,2026-08-25,CUST-007143,price_comparison,1_week,139.48,0
Q0001043,2026-08-25,CUST-005189,direct_web,3_month,33.95,0
Q0001044,2026-08-25,CUST-005977,app,1_week,122.29,0
Q0001045,2026-08-25,CUST-005308,partner_referral,3_month,70.99,0
Q0001046,2026-08-25,CUST-008946,app,1_day,32.48,1
Q0001047,2026-08-25,CUST-002229,app,3_month,37.23,0
Q0001048,2026-08-25,CUST-003447,app,1_week,77.74,0
Q0001049,2026-08-25,CUST-007074,price_comparison,1_day,49.42,0
Q0001050,2026-08-25,CUST-008862,partner_referral,3_month,86.72,0
Q0001051,2026-08-25,CUST-008740,price_comparison,1_day,93.35,0
Q0001052,2026-08-25,CUST-007114,partner_referral,3_month,16.89,0
Q0001053,2026-08-25,CUST-002342,price_comparison,3_month,57.85,1
Q0001054,2026-08-25,CUST-007230,partner_referral,1_month,82.28,0
Q0001055,2026-08-25,CUST-000609,app,1_month,66.02,0
Q0001056,2026-08-25,CUST-002829,direct_web,3_month,112.81,0
Q0001057,2026-08-25,CUST-000014,price_comparison,1_month,68.95,1
Q0001058,2026-08-25,CUST-002443,partner_referral,1_day,55.5,0
Q0001059,2026-08-25,CUST-003700,partner_referral,1_month,33.27,1
Q0001060,2026-08-25,CUST-006932,app,1_day,23.04,0
Q0001061,2026-08-25,CUST-001055,direct_web,1_day,16.83,1
Q0001062,2026-08-25,CUST-008385,partner_referral,1_day,88.81,0
Q0001063,2026-08-25,CUST-003500,app,1_day,128.84,0
Q0001064,2026-08-25,CUST-003365,price_comparison,1_week,105.87,0
Q0001065,2026-08-25,CUST-005919,app,1_day,121.59,0
Q0001066,2026-08-25,CUST-002784,partner_referral,1_month,18.5,0
Q0001067,2026-08-25,CUST-002427,direct_web,1_week,98.43,1
Q0001068,2026-08-25,CUST-002163,direct_web,3_month,81.29,0
Q0001069,2026-08-25,CUST-001569,partner_referral,1_day,109.63,1
Q0001070,2026-08-25,CUST-006465,app,1_week,13.26,1
Q0001071,2026-08-25,CUST-004276,direct_web,1_week,97.16,0
Q0001072,2026-08-26,CUST-005084,partner_referral,1_week,75.37,0
Q0001073,2026-08-26,CUST-001000,partner_referral,1_week,13.35,1
Q0001074,2026-08-26,CUST-007005,partner_referral,1_week,30.05,0
Q0001075,2026-08-26,CUST-008009,partner_referral,3_month,97.67,0
Q0001076,2026-08-26,CUST-002051,direct_web,1_week,84.04,1
Q0001077,2026-08-26,CUST-007499,price_comparison,3_month,15.3,0
Q0001078,2026-08-26,CUST-008171,price_comparison,1_day,49.06,0
Q0001079,2026-08-26,CUST-000448,app,1_week,14.98,0
Q0001080,2026-08-26,CUST-004506,partner_referral,1_week,88.12,0
Q0001081,2026-08-26,CUST-008331,price_comparison,1_month,52.51,1
Q0001082,2026-08-26,CUST-002005,app,3_month,64.78,0
Q0001083,2026-08-26,CUST-000873,price_comparison,1_month,128.74,0
Q0001084,2026-08-26,CUST-002165,price_comparison,1_week,95.84,1
Q0001085,2026-08-26,CUST-000859,partner_referral,1_week,31.87,1
Q0001086,2026-08-26,CUST-008150,app,1_month,115.12,0
Q0001087,2026-08-26,CUST-008144,price_comparison,1_month,106.14,1
Q0001088,2026-08-26,CUST-000302,partner_referral,1_month,55.52,0
Q0001089,2026-08-26,CUST-008803,price_comparison,3_month,38.27,0
Q0001090,2026-08-26,CUST-000602,partner_referral,1_day,74.58,0
Q0001091,2026-08-26,CUST-000169,partner_referral,1_day,106.79,0
Q0001092,2026-08-26,CUST-003521,direct_web,1_week,117.34,1
Q0001093,2026-08-26,CUST-000355,partner_referral,1_day,37.25,0
Q0001094,2026-08-26,CUST-004148,partner_referral,1_day,62.84,0
Q0001095,2026-08-26,CUST-005907,partner_referral,1_day,102.07,1
Q0001096,2026-08-26,CUST-008881,direct_web,1_week,47.72,1
Q0001097,2026-08-26,CUST-000544,price_comparison,1_day,97.53,0
Q0001098,2026-08-26,CUST-002845,app,1_day,57.1,0
Q0001099,2026-08-26,CUST-004471,price_comparison,3_month,128.45,0
Q0001100,2026-08-26,CUST-008074,direct_web,1_week,43.28,0
Q0001101,2026-08-26,CUST-007272,price_comparison,1_day,102.8,0
Q0001102,2026-08-26,CUST-003208,partner_referral,1_month,60.02,0
Q0001103,2026-08-26,CUST-000964,direct_web,1_week,90.49,0
Q0001104,2026-08-26,CUST-001687,app,1_week,136.96,1
Q0001105,2026-08-27,CUST-001231,app,1_month,102.46,1
Q0001106,2026-08-27,CUST-003900,direct_web,1_week,113.4,0
Q0001107,2026-08-27,CUST-000970,partner_referral,1_month,18.47,0
Q0001108,2026-08-27,CUST-000486,direct_web,3_month,125.73,0
Q0001109,2026-08-27,CUST-006659,price_comparison,1_week,138.24,1
Q0001110,2026-08-27,CUST-005518,partner_referral,1_month,128.44,0
Q0001111,2026-08-27,CUST-007734,app,1_day,118.67,1
Q0001112,2026-08-27,CUST-004879,partner_referral,1_month,62.17,0
Q0001113,2026-08-27,CUST-007817,app,1_week,107.81,0
Q0001114,2026-08-27,CUST-002088,price_comparison,1_month,73.01,0
Q0001115,2026-08-27,CUST-005554,price_comparison,1_month,130.79,0
Q0001116,2026-08-27,CUST-004371,partner_referral,1_week,26.56,1
Q0001117,2026-08-27,CUST-001076,direct_web,1_day,143.02,0
Q0001118,2026-08-27,CUST-001009,app,3_month,116.63,1
Q0001119,2026-08-27,CUST-000678,direct_web,3_month,102.8,0
Q0001120,2026-08-27,CUST-005415,direct_web,1_week,93.92,1
Q0001121,2026-08-27,CUST-002253,partner_referral,3_month,137.64,0
Q0001122,2026-08-27,CUST-002783,price_comparison,3_month,28.05,1
Q0001123,2026-08-27,CUST-008550,price_comparison,1_month,82.97,0
Q0001124,2026-08-27,CUST-007083,app,3_month,32.36,0
Q0001125,2026-08-27,CUST-008365,price_comparison,1_day,91.33,0
Q0001126,2026-08-27,CUST-006761,app,1_month,16.82,0
Q0001127,2026-08-27,CUST-002984,price_comparison,1_day,34.26,0
Q0001128,2026-08-27,CUST-008450,price_comparison,3_month,28.03,1
Q0001129,2026-08-27,CUST-003434,direct_web,3_month,83.77,1
Q0001130,2026-08-27,CUST-002622,price_comparison,1_day,121.0,0
Q0001131,2026-08-27,CUST-000559,app,3_month,41.27,0
Q0001132,2026-08-27,CUST-003380,partner_referral,1_week,117.05,0
Q0001133,2026-08-27,CUST-003351,partner_referral,3_month,28.88,1
Q0001134,2026-08-27,CUST-001155,direct_web,3_month,52.78,0
Q0001135,2026-08-27,CUST-006268,direct_web,1_day,13.95,0
Q0001136,2026-08-27,CUST-007396,direct_web,1_week,98.93,0
Q0001137,2026-08-27,CUST-001311,direct_web,3_month,58.09,0
Q0001138,2026-08-27,CUST-002335,price_comparison,1_month,135.4,0
Q0001139,2026-08-27,CUST-006850,partner_referral,1_month,74.53,0
Q0001140,2026-08-27,CUST-008140,direct_web,1_week,76.21,0
Q0001141,2026-08-27,CUST-004012,partner_referral,1_week,61.01,0
Q0001142,2026-08-27,CUST-008416,direct_web,1_day,96.76,0
Q0001143,2026-08-27,CUST-000979,price_comparison,1_week,56.05,0
Q0001144,2026-08-27,CUST-007217,partner_referral,1_month,108.76,0
Q0001145,2026-08-27,CUST-008275,price_comparison,3_month,28.16,1
Q0001146,2026-08-27,CUST-004107,price_comparison,1_week,16.98,0
Q0001147,2026-08-27,CUST-002494,direct_web,3_month,109.98,0
Q0001148,2026-08-28,CUST-000523,app,3_month,27.75,1
Q0001149,2026-08-28,CUST-001719,partner_referral,1_week,72.42,0
Q0001150,2026-08-28,CUST-002514,price_comparison,3_month,30.71,0
Q0001151,2026-08-28,CUST-006715,app,1_week,124.16,0
Q0001152,2026-08-28,CUST-003926,partner_referral,3_month,58.9,0
Q0001153,2026-08-28,CUST-006970,app,1_month,58.79,0
Q0001154,2026-08-28,CUST-000622,direct_web,1_month,99.37,0
Q0001155,2026-08-28,CUST-003622,price_comparison,1_week,41.44,0
Q0001156,2026-08-28,CUST-007002,app,3_month,58.79,0
Q0001157,2026-08-28,CUST-008507,price_comparison,3_month,59.29,1
Q0001158,2026-08-28,CUST-003884,direct_web,1_day,59.64,0
Q0001159,2026-08-28,CUST-001929,price_comparison,1_month,132.52,1
Q0001160,2026-08-28,CUST-002932,direct_web,3_month,44.74,0
Q0001161,2026-08-28,CUST-001150,price_comparison,3_month,126.89,0
Q0001162,2026-08-28,CUST-005056,direct_web,1_week,106.21,1
Q0001163,2026-08-28,CUST-002719,partner_referral,1_month,62.86,0
Q0001164,2026-08-28,CUST-003732,price_comparison,3_month,16.68,0
Q0001165,2026-08-28,CUST-000424,price_comparison,1_month,46.82,0
Q0001166,2026-08-28,CUST-007490,price_comparison,1_month,26.1,1
Q0001167,2026-08-28,CUST-006083,partner_referral,1_month,128.16,0
Q0001168,2026-08-28,CUST-006802,partner_referral,1_day,107.95,0
Q0001169,2026-08-28,CUST-007258,price_comparison,1_week,66.89,1
Q0001170,2026-08-28,CUST-000429,partner_referral,1_month,64.89,0
Q0001171,2026-08-28,CUST-005503,direct_web,1_month,20.38,0
Q0001172,2026-08-28,CUST-000165,direct_web,1_week,132.47,1
Q0001173,2026-08-28,CUST-008700,partner_referral,1_week,98.36,1
Q0001174,2026-08-28,CUST-003459,app,1_day,34.07,0
Q0001175,2026-08-28,CUST-008341,partner_referral,1_month,30.73,0
Q0001176,2026-08-28,CUST-000707,app,3_month,32.2,0
Q0001177,2026-08-28,CUST-001309,partner_referral,1_month,67.01,1
Q0001178,2026-08-28,CUST-004089,app,1_month,120.57,1
Q0001179,2026-08-28,CUST-003343,price_comparison,1_month,104.35,0
Q0001180,2026-08-28,CUST-008034,app,1_month,100.5,0
Q0001181,2026-08-28,CUST-008338,price_comparison,3_month,118.16,0
Q0001182,2026-08-28,CUST-008066,app,1_day,52.21,0
Q0001183,2026-08-28,CUST-006238,price_comparison,1_month,70.98,0
Q0001184,2026-08-28,CUST-001093,partner_referral,1_day,83.37,1
Q0001185,2026-08-28,CUST-002305,app,1_day,119.65,0
Q0001186,2026-08-28,CUST-005774,direct_web,3_month,77.72,0
Q0001187,2026-08-28,CUST-007891,partner_referral,1_week,44.59,0
Q0001188,2026-08-28,CUST-004461,price_comparison,1_month,101.45,0
Q0001189,2026-08-28,CUST-004359,partner_referral,1_week,63.64,0
Q0001190,2026-08-28,CUST-000690,direct_web,1_month,38.64,0
Q0001191,2026-08-28,CUST-006022,price_comparison,1_month,37.27,1
Q0001192,2026-08-29,CUST-000075,price_comparison,1_week,107.92,0
Q0001193,2026-08-29,CUST-000091,direct_web,1_month,111.9,0
Q0001194,2026-08-29,CUST-006478,partner_referral,3_month,70.29,0
Q0001195,2026-08-29,CUST-001734,price_comparison,3_month,63.6,0
Q0001196,2026-08-29,CUST-005094,partner_referral,1_day,24.2,1
Q0001197,2026-08-29,CUST-008879,price_comparison,1_day,49.24,0
Q0001198,2026-08-29,CUST-008336,partner_referral,1_day,85.41,1
Q0001199,2026-08-29,CUST-004397,price_comparison,1_week,20.34,0
Q0001200,2026-08-29,CUST-001816,direct_web,1_day,53.68,0
Q0001201,2026-08-29,CUST-005001,price_comparison,3_month,106.5,0
Q0001202,2026-08-29,CUST-001134,app,1_day,126.7,1
Q0001203,2026-08-29,CUST-002222,price_comparison,1_month,138.03,0
Q0001204,2026-08-29,CUST-001652,app,1_day,140.4,0
